Varenummer;Varegruppenavn;Varenavn;Pris;Beholdning;Vaegt;Modelbetegnelse;EAN nummer;Producentnavn;Leveringstid
992179530;Hardware;WD Elements Portable Harddisk WDBUZG5000ABK 500GB USB 3.0;40.04;12;0.13;WDBUZG5000ABK-WESN;0718037855400;Western Digital;0
992179608;Hardware;WD Elements Portable Harddisk WDBU6Y0015BBK 1.5TB USB 3.0 ;60.76;0;0.23;WDBU6Y0015BBK-WESN;0;Western Digital;7
992179528;Hardware;WD Elements Portable Harddisk WDBU6Y0030BBK 3TB USB 3.0;72.17;3;0.23;WDBU6Y0030BBK-WESN;0718037855424;Western Digital;0
992179607;Hardware;WD Elements Portable Harddisk WDBUZG7500ABK 750GB USB 3.0 ;36.09;0;0.13;WDBUZG7500ABK-WESN;0;Western Digital;7
992104083;Hardware;NZXT H series H440 Miditower ATX Ingen strømforsyning Lilla Hvid;107.52;2;10.16;CA-H442W-W2;5060301693481;NZXT;0
987680084;Hardware;ADATA Premier UHS-I microSDHC 16GB UHS Class 1 / Class10;3.24;0;0;AUSDH16GUICL10-RA1;4713435794043;ADATA Technology;7
987680040;Hardware;ADATA Premier SDHC 32GB UHS Class 1 / Class10;4.59;0;0.002;ASDH32GUICL10-R;4713435796702;ADATA Technology;5
987680331;Hardware;ADATA microSDHC 4GB Class 4;2.88;0;0;AUSDH4GCL4-RA1;4718050602322;ADATA Technology;7
991862398;Hardware;QNAP TS-431P 4Moduler;211.42;2;3;TS-431P;4713213510278;QNAP Systems, Inc;0
992175754;Hardware;QNAP TS-431X 4Moduler;326.58;2;3;TS-431X-2G;310374;QNAP Systems, Inc;0
987711053;Hardware;ADATA DashDrive Durable UD310 32GB;4.09;0;0.003;AUD310-32G-RBK;4713435796238;ADATA Technology;7
992170946;Hardware;OKI MC563dn LED;267.66;2;31;46357132;5031713069034;OKI;0
992178756;Hardware;Trust GXT 658 TYTAN 5.1-kanal Sort Højttalersystem;73.51;0;6.16;21738;8713439217384;Trust Computer Products;4
992177979;Mobiler, Telefoni & Navigation;Trust Primo Chat Headset Kabling Sort Headset;6.12;0;1;21665;8713439216653;Trust Computer Products;2
990028110;Hardware;ROCCAT Max Ergonomic Gel Wrist Pad;8.88;0;0.149;ROC-15-200;4250288157453;ROCCAT;5
990005939;Hardware;Sandberg USB-C to HDMI Link;20.63;0;0;136-12;5705730136122;Sandberg;3
992134222;Hardware;Sandberg Beskyttelsescover Sort  12.9-inch iPad Pro;24.65;0;0;405-81;5705730405815;Sandberg;3
992168662;Hardware;Xerox VersaLink C405V/DN Laser ;631.25;0;0;C405V_DN;;Xerox;7
992168663;Hardware;Xerox VersaLink B405V/DN Laser;690.65;0;22;B405V_DN;0095205842487;Xerox;5
990107885;Hardware;Microsoft Windows Server 2012 R2 Foundation Edition Engelsk Portugisisk Svensk Hollandsk Tyrkisk;166.41;0;1;748920-021;0888182396568;Hewlett Packard Enterprise;5
992180266;Hardware;HP SSD 256GB M.2 PCI Express 3.0 x4 (NVMe);134.13;0;0.21;1FU87AA#AC3;0190781343189;Hewlett-Packard;3
992180267;Hardware;HP SSD 512GB M.2 PCI Express 3.0 x4 (NVMe);258.91;0;0.21;1FU88AA#AC3;0190781343202;Hewlett-Packard;3
992171059;Hardware;HPE 22U 600mmx1075mm G2 Kitted Advanced Pallet Rack Side Panels and Baying Rack Sort;570.9;0;92;P9K03A;4549821015375;Hewlett Packard Enterprise;3
990856095;Hardware;HPE Harddisk 600GB Fibre Channel 15000rpm;23.03;1;0.01;AJ872B;0884420990024;Hewlett Packard Enterprise;0
992175476;Hardware;HP DDR4  16GB 2400MHz     ;100.89;0;0.1525;Z9H57AA;0190780959466;Hewlett-Packard;3
992072865;Hardware;HP Videoadapter HDMI / VGA 17.3cm Sort;29.57;0;1;X1B84AA#ABB;0889899778579;Hewlett-Packard;3
992180260;Hardware;HP DDR4  4GB 2400MHz   SO-DIMM  260-PIN;67.52;0;63.383333;Z9H55AA;0190780959442;Hewlett-Packard;3
992169062;Hardware;NVIDIA GeForce GT730 2GB DDR3;85.09;0;0.31;Z9H51AA;0190780959404;Hewlett-Packard;5
992157681;Hardware;HP EliteDesk 800 G3 Mini desktop I5-7500T 8GB 256GB Windows 10 Pro 64-bit ;579.95;0;1.21;1CB51EA#UUW;0190781584513;Hewlett-Packard;5
992175477;Hardware;HP DDR4  4GB 2400MHz     ;57.7;0;0.12;Z9H59AA;0190780959480;Hewlett-Packard;3
992175475;Hardware;HP DDR4  8GB 2400MHz   SO-DIMM  260-PIN;96.85;0;0.0925;Z9H56AA;0190780959459;Hewlett-Packard;2
992180255;Hardware;HP SSD Value 256GB M.2 SATA-600;136.42;0;1;1DE47AA#AC3;0190781151135;Hewlett-Packard;3
992180264;Hardware;HP DDR4  8GB 2400MHz;102.24;0;56.214;Z9H60AA;0190780959497;Hewlett-Packard;2
992175431;Mobiler, Telefoni & Navigation;HyperX Cloud Revolver S Kabling Sort Headset;139.63;0;0.376;HX-HSCRS-GM/EM;0740617251364;Kingston Technology;5
992179199;Hardware;Kingston DataTraveler Ultimate GT 2TB;1099.43;0;0.132857;DTUGT/2TB;0740617260311;Kingston Technology;5
992179198;Hardware;Kingston DataTraveler Ultimate GT 1TB;586.84;0;0.151428;DTUGT/1TB;0740617260274;Kingston Technology;5
992179075;Hardware;Kingston DDR4  16GB 2400MHz   SO-DIMM  260-PIN;58.78;0;0.02;KCP424SD8/16;0740617268706;Kingston Technology;2
992179077;Hardware;Kingston DDR4  8GB 2400MHz   SO-DIMM  260-PIN;30.66;10;0.02;KCP424SS8/8;0740617268690;Kingston Technology;0
992171040;Software;HPE Aruba ClearPass Guest Custom Skin E-LTU;3301.08;0;1;JW470AAE;0190017147581;Hewlett Packard Enterprise;2
992172118;Hardware;HPE Harddisk Enterprise 900GB 2.5 SAS 3 15000rpm ;369.27;0;0.44;870765-B21;0190017116976;Hewlett Packard Enterprise;5
992172143;Hardware;HPE Harddisk 600GB 2.5 SAS 10000rpm ;135.14;0;0.1;872477-B21;0190017140766;Hewlett Packard Enterprise;3
992172115;Hardware;HPE Mixed Use SSD 960GB 2.5 SATA-600;790.51;0;0.423333;872348-B21;0190017140094;Hewlett Packard Enterprise;5
992172126;Hardware;HPE Harddisk Enterprise 300GB 2.5 SAS 3 15000rpm ;171.15;0;0.44;870753-B21;4549821055425;Hewlett Packard Enterprise;3
992172144;Hardware;HPE Harddisk Enterprise 1.2TB 2.5 SAS 3 10000rpm ;185.63;0;0.41;872479-B21;0190017140780;Hewlett Packard Enterprise;5
992172113;Hardware;HPE Mixed Use SSD 960GB 3.5 SATA-600 ;529.58;0;0.45;872350-B21;0190017140117;Hewlett Packard Enterprise;5
992172112;Hardware;HPE Mixed Use SSD 480GB 2.5 SATA-600;327.51;0;0.276666;872344-B21;0190017140056;Hewlett Packard Enterprise;3
992172128;Hardware;HPE Harddisk Enterprise 600GB 2.5 SAS 3 15000rpm;228.53;0;0.44;870757-B21;0190017116891;Hewlett Packard Enterprise;5
992172129;Hardware;HPE Harddisk Enterprise 900GB 2.5 SAS 3 15000rpm ;250.64;0;0.44;870759-B21;0190017116914;Hewlett Packard Enterprise;5
992172123;Hardware;HPE Harddisk Midline 6TB 3.5 SAS 3 7200rpm;324.53;0;1.03;861754-B21;0190017064024;Hewlett Packard Enterprise;3
992172139;Hardware;HPE Read Intensive SSD 960GB 2.5 SATA-600 ;1115.36;0;1;869384-B21;0190017102986;Hewlett Packard Enterprise;2
992172141;Hardware;HPE Harddisk Enterprise 300GB 2.5 SAS 3 10000rpm;114.41;0;0.436666;872475-B21;0190017140742;Hewlett Packard Enterprise;4
992180287;Hardware;Lenovo USB-C 65W AC Adapter 65Watt;29.32;14;0.22;4X20M26273;0191200521447;Lenovo;0
992134446;Hardware;Lenovo ThinkVision P24q 23.8 2560 x 1440 HDMI DisplayPort Mini DisplayPort 60Hz Pivot Skærm;202.05;5;5.6;61A5GAT3EU;0190940287903;Lenovo;0
992169991;Hardware;Lenovo DDR4  16GB 2400MHz   SO-DIMM  260-PIN;109.66;0;0.0525;4X70N24889;0191376227990;Lenovo;4
992180284;Hardware;Lenovo 45W Standard AC Adapter (USB Type-C) 45Watt;26.65;8;0.17;4X20M26257;0191200521478;Lenovo;0
992155187;Mobiler, Telefoni & Navigation;Sony MDR XB550AP Kabling Hvid Hovedtelefoner;30.65;0;0.18;MDRXB550APW.CE7;4548736045811;Sony;5
992158701;Mobiler, Telefoni & Navigation;Sony MDR XB550AP Kabling Rød Hovedtelefoner;27.44;0;0.18;MDRXB550APR.CE7;4548736045798;Sony;5
992155186;Mobiler, Telefoni & Navigation;Sony MDR XB550AP Kabling Grøn Hovedtelefoner;27.44;0;0.18;MDRXB550APG.CE7;4548736045804;Sony;5
992155185;Mobiler, Telefoni & Navigation;Sony MDR XB550AP Kabling Blå Hovedtelefoner;32.18;0;0.18;MDRXB550APL.CE7;4548736045781;Sony;5
992078309;Hardware;Sony DualShock 4 v2 Rød;42.31;27;0.21;9814153;0711719814153;Sony;0
992102440;Hardware;Sony DualShock 4 v2 Grøn;46.19;7;0.21;9894858;0711719894858;Sony;0
992083629;Hardware;Datalogic PowerScan PM9300 Stregkodescanner Bærbar;773.87;0;0.435;PM9300-AR433RBK10;5711783388463;Datalogic;4
992182779;Hardware;Samsung S24E650DW 24 1920 x 1200 DVI VGA (HD-15) DisplayPort 60Hz Pivot Skærm;152.51;2;5.8;LS24E65UDWG/EN;8806088776699;Samsung;0
992179401;Hardware;Samsung Galaxy Tab S3 9.7 32GB Sølv Android 7.0 (Nougat);301.8;5;0.429;SM-T820NZSANEE;8806088738925;Samsung;0
992180522;Hardware;Samsung LED View Cover Beskyttelsescover Sort Galaxy S8+;32.3;0;0.07;EF-NG955PBEGWW;8806088689685;Samsung;2
992180529;Hardware;Samsung Clear Cover Beskyttelsescover Violet Galaxy S8+;6.56;1;0.015;EF-QG955CVEGWW;8806088689470;Samsung;0
992182778;Hardware;Samsung S24E650PL 23.6 1920 x 1080 VGA (HD-15) HDMI DisplayPort 60Hz Pivot Skærm;125.73;50;5.63;LS24E65UPLC/EN;8806088776705;Samsung;0
992155818;Hardware;Samsung C32H711QEU 32 2560 x 1440 HDMI Mini DisplayPort 60Hz;295.78;9;6.8;LC32H711QEUXEN;8806088594323;Samsung;0
992179400;Hardware;Samsung Galaxy Tab S3 9.7 32GB Sort Android 7.0 (Nougat);327.47;0;0.429;SM-T820NZKANEE;8806088739052;Samsung;5
991849995;Hjem & Hobby;Bren LuxPremium LEDKopflampe KL 100 IP44 | ToshibaLED 100lm 2x AA;11.73;0;0.14;1178760;4007123636723;brennenstuhl;4
992183389;Hardware;LEXMARK MX310dn 4Y Initial guarantee Nordics;340.06;0;20;35S4648;0734646639989;Lexmark International;1
992183394;Hardware;LEXMARK MX511de 4Y Initial guarantee Nordics;591.83;0;25.4;35S4657;0734646640060;Lexmark International;1
992076030;Hardware;IMZ SERIES AC POWER SUPPLY CPNT;19.91;0;0.18;AK18355-105;5656565656562;Zebra Technologies;4
992178714;Hardware;Zebra DS3608-ER Stregkodescanner Håndmodel;600.44;0;0.309;DS3608-ER3U42A2ZVW;5656565656562;Zebra Technologies;5
992139321;Hardware;Zebra DS2208 Stregkodescanner Håndmodel;88.51;0;0.162;DS2208-SR6U2100SGW;5711783398493;Zebra Technologies;3
992083639;Hardware;POWERSCAN M9300/D AR433 RB;637.69;0;0;PM9300-DAR433RB;;Datalogic;4
992083637;Hardware;Datalogic PowerScan PM9300 Standard Range Stregkodescanner Håndmodel;626.29;0;0.435;PM9300-DK433RB;5711783501619;Datalogic;4
992176831;Hardware;Noctua NM-AM4 Monteringsæt til processorkøler;6.56;8;0.16;NM-AM4;9010018200355;Noctua;0
992170636;Hardware;Noctua NH-U12S Processor-køler;54.6;0;0.755;NH-U12S SE-AM4;9010018000078;Noctua;5
992169415;Hardware;Noctua NM-AM4-UXS Monteringsæt til processorkøler;6.27;0;0.16;NM-AM4-UXS;9010018200362;Noctua;5
992181188;Hardware;Noctua NH-L9X65 Processor-køler;40.11;0;0.41;NH-L9X65 SE-AM4;9010018000085;Noctua;5
988865161;Hjem & Hobby;Philips Sonicare AirFloss Interdental dysepåsætning;8.17;0;0.02;HX8012/07;8710103623168;Philips;8
992171049;Hardware;Philips Signage Solutions P-Line 49BDL5055P LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 49r ;1006.78;0;19;49BDL5055P/00;8712581742188;Philips;2
992171054;Hardware;Philips Signage Solutions 55BDL1007X LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 55r;2819.63;0;24.35;55BDL1007X/00;8712581741914;Philips;2
992157642;Hardware;Philips Signage Solutions BDL4988XC LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 49r ;1177.87;0;21.6;BDL4988XC/00;0685417529582;Philips;3
992171050;Hardware;Philips Signage Solutions P-Line 49BDL5057P LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 49r;1072.61;0;19;49BDL5057P/00;8712581742218;Philips;3
992171051;Hardware;Philips Signage Solutions P-Line 55BDL5055P LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 55r;1189.37;0;25.2;55BDL5055P/00;8712581742249;Philips;2
992171052;Hardware;Philips Signage Solutions P-Line 55BDL5057P LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 55r;1299.72;0;25.2;55BDL5057P/00;8712581742270;Philips;2
992171047;Hardware;Philips Signage Solutions P-Line 42BDL5055P LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 42r;819.37;0;15.5;42BDL5055P/00;8712581742126;Philips;4
992171048;Hardware;Philips Signage Solutions P-Line 42BDL5057P LED-bagbelyst LCD-fladpaneldisplay 1920 x 1080 42r;844.16;0;15.5;42BDL5057P/00;8712581742157;Philips;3
992165142;Hardware;Intel SSD Solid-State Drive DC S3520 Series 150GB M.2 PCI Express 3.0 (NVMe);166.3;0;0.12;SSDSCKJB150G701;5032037089050;Intel;4
992165144;Hardware;Intel SSD Solid-State Drive DC S3520 Series 480GB M.2 PCI Express 3.0 (NVMe);503.76;0;0.15;SSDSCKJB480G701;0675901407885;Intel;4
992165146;Hardware;Intel SSD Solid-State Drive DC S3520 Series 960GB M.2 PCI Express 3.0 (NVMe);962.2;0;1;SSDSCKJB960G701;0675901407908;Intel;4
992189548;Computere & Tablets;Apple USB-C Power Adapter 87W til MacBook Pro (Bulk);44.05;50;1;MNF82Z/A (bulk);;Apple;0
992189549;Hardware;Ozone Strike Pro Spectra Tastatur Mekanisk 16,8 millioner farver Kabling Nordisk;72.04;36;1;OZSTKPROSPECTRANR;8436532173653;OZONE Gaming Gear;0
991877528;Hardware;Ubiquiti U Fiber SFP (mini-GBIC) transceiver modul 10 Gigabit Ethernet Indstiksmodul;32;3;0.373;UF-MM-10G;0810354025914;Ubiquiti Networks;0
988857130;Hardware;PowerWalker VI 850SE LCD/IEC UPS;46.13;0;5.2;10120092;4260074976427;BlueWalker;5
992189162;Mobiler, Telefoni & Navigation;Spotlight Presentation Remote Slate;72.17;15;0.049;910-004861;5099206070011;Logitech;0
992189163;Mobiler, Telefoni & Navigation;Spotlight Presentation Remote Gold;66.81;4;0.049;910-004862;5099206070028;Logitech;0
992190947;Hardware;DCS Trend PC S17 Ostrog Gamer Midtower I5-7400 8GB 740GB Windows 10 Home ;763.08;0;0;TPCS17/i5-7400/8G/240SSD/500GB/GTX1060-3;;Direct Computer Supplies;2
992190957;Hardware;Saphe Stander;10.44;50;1;Saphe Stander;;DCS ApS;0
987798634;Mobiler, Telefoni & Navigation;Fujifilm Instax Mini;12.18;0;1;16386016;4547410364866;Fujifilm;5
989026752;Hardware;Arctic Silver 5 High-Density Polysynthetic Silver Thermal Compound Termisk paste;6.58;5;0;900100601;0832199001014;Arctic Silver;0
990211187;Hardware;Delock USB 2.0 Camera Module 5.04 mega pixel 55° V5 fix focus;37.37;0;1;96370;4043619963706;DeLOCK;4
990963017;Hardware;Eaton 5PX 3000 UPS;1334.11;0;38.1;5PX3000iRTN;7431720359506;Eaton Corporation;4
990961751;Hjem & Hobby;Remington Hårtørrer D2400;13.96;0;0.588;D2400;4008496750016;Remington;7
990961769;Hjem & Hobby;Remington Krøllejern CI6325 Pro Soft Curl;23.97;0;0.58;CI6325;4008496725281;Remington;4
987718540;Hardware;Case Logic Bæretaske  15 Polyester Sort;21.05;0;0.63;DLC115;0085854223089;Case Logic;5
991787304;Hardware;Wacom Bamboo Sketch;73.09;0;0.018;CS-610PK;4949268620161;Wacom Technology;2
992178137;Hardware;DELTACO 19-WMB3 Monteringsbøjle Sort;19.28;0;2.5;19-WMB3;7333048023179;Deltaco;4
987681955;Mobiler, Telefoni & Navigation; ;110.83;0;0.63;65494;4043619654949;DeLOCK;4
989514943;Mobiler, Telefoni & Navigation; ;51.79;0;1;65594;4043619655946;DeLOCK;4
988237820;Hardware;3M til  Apple MacBook Pro med Retina-display Notebook privacy-filter ;51.93;0;0.165;98044056137;0051128827864;3M;3
991473337;Hardware;Alphacool Eisbaer 360 CPU Processors flydende kølesystem;123.23;0;3.027;11286;4250197112864;Alphacool;5
991785032;Hardware;Fujitsu P27-8 TS Pro 27 2560 x 1440 DVI HDMI DisplayPort Pivot Skærm;310.16;0;7.61;S26361-K1594-V160;4057185615204;Fujitsu;7
992099919;Hardware;BenQ PD3200Q 32 2560 x 1440 DVI HDMI DisplayPort Mini DisplayPort Pivot Skærm;334.61;1;12.5;9H.LFALA.TBE;4718755066214;BenQ;0
992162721;Hardware;CORSAIR CX Series CX450 450Watt;42.71;11;1.71;CP-9020120-EU;0843591083898;Corsair;0
992162722;Hardware;CORSAIR CX Series CX550 550Watt;53.43;9;1.73;CP-9020121-EU;0843591083973;Corsair;0
992162723;Hardware;CORSAIR CX Series CX650 650Watt;60.52;5;1.75;CP-9020122-EU;0843591084055;Corsair;0
992162724;Hardware;CORSAIR CX Series CX750 750Watt;74.85;4;2.13;CP-9020123-EU;0843591084130;Corsair;0
992162725;Hardware;CORSAIR TX-M Series TX850M 850Watt;83.15;13;1.78;CP-9020130-EU;0843591091015;Corsair;0
992162726;Hardware;CORSAIR TX-M Series TX750M 750Watt;76.99;44;1.7;CP-9020131-EU;0843591091091;Corsair;0
992162727;Hardware;CORSAIR TX-M Series TX650M 650Watt;69.49;19;1.7;CP-9020132-EU;0843591091176;Corsair;0
992162728;Hardware;CORSAIR TX-M Series TX550M 550Watt;58.78;34;1.7;CP-9020133-EU;0843591091251;Corsair;0
992162729;Hardware;CORSAIR HX Series HX750 750Watt;117.7;2;1.92;CP-9020137-EU;0843591093286;Corsair;0
992162730;Hardware;CORSAIR HX Series HX850 850Watt;139.12;6;1.95;CP-9020138-EU;0843591093361;Corsair;0
992162731;Hardware;CORSAIR HX Series HX1000 1000Watt ;165.74;0;1.95;CP-9020139-EU;0843591093446;Corsair;4
992165148;Hardware;CORSAIR Force Series SSD LE200 240GB 2.5 SATA-600;38.08;0;0.05;CSSD-F240GBLE200B;0843591022965;Corsair;5
992162732;Hardware;CORSAIR HX Series HX1200 1200Watt;180.63;3;2.3;CP-9020140-EU;0843591093521;Corsair;0
990820230;Hardware;TECHNAXX FMT900BT TRANSMITTER;32.71;0;0.03;4594;4260358121123;Technaxx;4
989999022;Hjem & Hobby;Tefal Pro Express Total GV8962;128.41;1;1;GV8962;3121040056868;Tefal;0
992093858;Mobiler, Telefoni & Navigation;Creative Sound BlasterX H7 Kabling Sort Headset;81.41;2;0.866666;70GH033000001;5390660191220;Creative Technology;0
992099918;Hardware;BenQ BL2706HT 27 1920 x 1080 DVI VGA (HD-15) HDMI Pivot Skærm;163.47;0;7;9H.LG3LA.TBE;4718755068294;BenQ;4
992139299;Hardware;HP ProDisplay P203 20 1600 x 900 VGA (HD-15) DisplayPort 60Hz ;67.39;0;3.3;X7R53AA#ABB;0190780043486;Hewlett-Packard;4
992140808;Hardware;Chieftec Gaming Series Kube Micro-ATX Ingen strømforsyning Sort;35.58;0;5.1;CI-01B-OP;4710713230125;Chieftec Industrial;-1
992177691;Hardware;ASUS PRIME X370-PRO ATX  AM4 AMD X370;80.2;0;1.513333;90MB0TD0-M0EAY0;4712900665369;ASUSTeK COMPUTER;4
992189870;Hardware;HPE OfficeConnect 1920S 8G Switch 8-porte Gigabit;113.68;0;0.82;JL380A#ABB;0190017137179;Hewlett Packard Enterprise;5
992189871;Hardware;HPE OfficeConnect 1920S 24G 2SFP Switch 24-porte Gigabit;120.37;0;1;JL381A#ABB;0190017137407;Hewlett Packard Enterprise;5
992189872;Hardware;HPE OfficeConnect 1920S 48G 4SFP Switch 48-porte Gigabit;266.46;0;3.31;JL382A#ABB;0190017137599;Hewlett Packard Enterprise;3
992189874;Hardware;HPE OfficeConnect 1920S 24G 2SFP P  185W Switch 24-porte Gigabit  PoE+;287.75;0;3.31;JL384A#ABB;0190017138046;Hewlett Packard Enterprise;5
992189873;Hardware;HPE OfficeConnect 1920S 8G P  65W Switch 8-porte Gigabit  PoE+;153.85;0;0.91;JL383A#ABB;0190017137827;Hewlett Packard Enterprise;5
990002116;Hardware;DeLOCK USB-kabel 40cm Sort;3.46;0;0.035;83824;4043619838240;DeLOCK;4
991913863;Hardware;Microsemi Adaptec RAID 8405E Styreenhed til lagring (RAID);193.5;0;0.15;2293901-R;0760884157824;Adaptec;3
992074546;Hardware;Enermax STEELWING ECB2010R Minitower Micro-ATX Ingen strømforsyning Sort;59.72;3;0;ECB2010R;4713157722171;Enermax Technology;0
987714014;Komponenter;Canon Kikkert ;950.26;0;1;4625A015;4960999302140;Canon;5
988234170;Mobiler, Telefoni & Navigation;Panasonic KX-TG6812 Sort;38.95;0;0.7;KX-TG6812GB;5025232675371;Panasonic;5
992155535;Hardware;ASRock H110M-DVS Micro-ATX LGA1151  Intel H110 Express;39.37;8;1;H110M-DVS R3.0;4717677331998;ASRock;0
990145715;Hardware;Huawei E8372 Mobilt hotspot 150Mbps Ekstern;60.12;0;0.04;E8372-W;6901443200122;Huawei Technologies;4
991850004;Hardware;Thermalright TRUE Spirit 140 Direct Processor-køler;31.24;0;0.76;100700565;0814256001267;Thermalright;5
987873489;Hardware;Hama 1x CD-R ;6.44;0;1;44721;4007249447210;Hama;5
988899786;Hardware;Nissin i40 Blitz hot-shoe-type med klemme;143.17;0;0.2;NI-HI40F;4013904001567;Nissin Flash;5
989030675;Hardware;Microsemi Adaptec 82885T Lager SAS bus forlænger;329.15;0;0.36;2283400-R;0760884157350;Adaptec;4
992177696;Hardware;Gigabyte GA-AX370-Gaming 5 ATX  AM4 AMD X370;153.78;0;1;GA-AX370-GAMING 5;4719331801267;Gigabyte Technology;5
991668899;Hardware;Bresser Condor 10x25 Dachkant Monokular;30.39;0;1;1821026;;Meade Instruments;5
992189164;Netværk og overvågning;D-Link Omna 180 Cam HD 1920 x 1080;98.13;0;0.23;DSH-C310;0790069430534;D-Link;5
988718830;Hardware;EkWaterBlocks EK-RAM Monarch Module Flydende kølesystem RAM-varmelegemeadapter;25.29;0;0.35;3831109857069;3831109857069;EKWB;5
988230463;Hjem & Hobby;Beurer Massageapparat MG100;88.24;2;1.23;64903;4211125649036;Beurer;0
989506802;Hardware;LogiLink Ikke afskærmet Netværkskobling Beige;1.13;2;0.02;MP0031;4052792027785;2direct;0
989545571;Hardware;PNY Attaché 4 8GB;3.43;0;0.01;FD8GBATT4-EF;3536401519423;PNY Technologies;5
989545570;Hardware;PNY Attaché 4 16GB;3.35;0;5.013333;FD16GATT4-EF;3536401519362;PNY Technologies;5
989506791;Hardware;LogiLink CAT 6 Afskærmet parsnoet (STP) Netværkskobling;1.79;0;0.027;NP0054;4052792027259;2direct;7
989545569;Hardware;PNY Attaché 4 32GB;3.6;0;0.1;FD32GATT4-EF;3536401519379;PNY Technologies;5
989548725;Hardware;DeLock Netværksadapter USB 2.0 100Mbps Kabling;8.61;0;0.05;62595;4043619625956;DeLOCK;4
989551724;Hardware;Fractal Design Venturi Series Indsats med blæser;14.06;4;0.27;FD-FAN-VENT-HP14-PWM-BK;7350041083368;Fractal Design;0
989551723;Hardware;Fractal Design Venturi Series Indsats med blæser;12.99;2;0.25;FD-FAN-VENT-HP12-PWM-BK;7350041083344;Fractal Design;0
989592311;Hardware;PNY Attaché 4 128GB;15.47;0;8.005;FD128ATT430-EF;3536401519492;PNY Technologies;4
989737180;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 1m Patchkabel Grøn;1.18;0;0.1;CP2035U;4052792023992;2direct;7
989592752;Hardware;LogiLink CAT 5e Ikke afskærmet parsnoet (UTP) 25cm Patchkabel Grå;0.91;0;1;CP1012U;4052792025514;2direct;7
989737046;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 2m Patchkabel Hvid;1.34;0;1;CP2051U;4052792023602;2direct;7
989735734;Netværk og overvågning;IPCam Conceptronic 4 Kanal Überwachungskit;116.19;0;1;C4CHCCTVKITD;4015867193105;Conceptronic;4
989737156;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 3m Patchkabel Hvid;1.57;0;1;CP2061U;4052792023619;2direct;7
989737173;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 2m Patchkabel Rød;1.34;0;1;CP2054U;4052792023909;2direct;7
989737290;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 2m Patchkabel Gul;1.34;0;1;CP2057U;4052792024203;2direct;7
989592839;Hardware;LogiLink CAT 5e Ikke afskærmet parsnoet (UTP) 50cm Patchkabel Grå;0.94;0;1;CP1022U;4052792025521;2direct;7
989737044;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 50cm Patchkabel Hvid;1.09;0;220;CP2021U;4052792023589;2direct;7
989737158;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 7.5m Patchkabel Hvid;2.51;1;1;CP2081U;4052792023633;2direct;0
989737160;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 15m Patchkabel Hvid;3.54;0;1;CP2101U;4052792023657;2direct;7
989737157;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 5m Patchkabel Hvid;1.78;0;1;CP2071U;4052792023626;2direct;7
989737171;Hardware;LogiLink EconLine CAT 6 Ikke afskærmet parsnoet (UTP) 50cm Patchkabel Rød;1.09;0;25;CP2024U;4052792023886;2direct;7
